Source_ID,Site_ID,sampledate,Q_cfs,TotP_lbday,TotP_mgL
USGS,USGS 5427850,2/2/2010,82.8,0.051,
USGS,USGS 5427850,2/3/2010,87.1,0.051,
USGS,USGS 5427850,2/4/2010,84.3,0.051,
USGS,USGS 5427850,2/5/2010,86.9,0.051,
USGS,USGS 5427850,2/6/2010,84.4,0.051,
USGS,USGS 5427850,2/7/2010,82.3,0.051,
USGS,USGS 5427850,2/8/2010,83.7,0.051,
USGS,USGS 5427850,2/9/2010,85.5,0.051,
USGS,USGS 5427850,2/10/2010,80.4,0.051,
USGS,USGS 5427850,2/11/2010,80.7,0.051,
USGS,USGS 5427850,2/12/2010,78.7,0.051,
USGS,USGS 5427850,2/13/2010,80.6,0.051,
USGS,USGS 5427850,2/14/2010,82.4,0.051,
USGS,USGS 5427850,2/15/2010,85.2,0.051,
USGS,USGS 5427850,2/16/2010,83,0.051,
USGS,USGS 5427850,2/17/2010,79.2,0.052,
USGS,USGS 5427850,2/18/2010,77.4,0.052,
USGS,USGS 5427850,2/19/2010,74.6,0.052,
USGS,USGS 5427850,2/20/2010,74,0.052,
USGS,USGS 5427850,2/21/2010,75.7,0.052,
USGS,USGS 5427850,2/22/2010,74.8,0.052,
USGS,USGS 5427850,2/23/2010,76,0.052,
USGS,USGS 5427850,2/24/2010,76.3,0.052,
USGS,USGS 5427850,2/25/2010,69.3,0.052,
Not listed,WIDNR 133040,2/25/2010,,,0.052
USGS,USGS 5427850,2/26/2010,72.4,0.053,
USGS,USGS 5427850,2/27/2010,74,0.053,
USGS,USGS 5427850,2/28/2010,73.5,0.054,
USGS,USGS 5427850,3/1/2010,71.8,0.054,
USGS,USGS 5427850,3/2/2010,72,0.055,
USGS,USGS 5427850,3/3/2010,69.4,0.056,
USGS,USGS 5427850,3/4/2010,70.2,0.056,
USGS,USGS 5427850,3/5/2010,70.6,0.057,
USGS,USGS 5427850,3/6/2010,71.4,0.057,
USGS,USGS 5427850,3/7/2010,75.2,0.059,
USGS,USGS 5427850,3/8/2010,79.5,0.066,
USGS,USGS 5427850,3/9/2010,100,0.074,
USGS,USGS 5427850,3/10/2010,161,0.092,
Not listed,WIDNR 133040,3/10/2010,,,0.082
USGS,USGS 5427850,3/11/2010,261,0.166,
Not listed,WIDNR 133040,3/11/2010,,,0.176
USGS,USGS 5427850,3/12/2010,322,0.213,
Not listed,WIDNR 133040,3/12/2010,,,0.203
Not listed,WIDNR 133040,3/12/2010,,,0.234
USGS,USGS 5427850,3/13/2010,332,0.227,
Not listed,WIDNR 133040,3/13/2010,,,0.24
USGS,USGS 5427850,3/14/2010,247,0.175,
Not listed,WIDNR 133040,3/14/2010,,,0.16
USGS,USGS 5427850,3/15/2010,167,0.159,
Not listed,WIDNR 133040,3/15/2010,,,0.159
USGS,USGS 5427850,3/16/2010,131,0.141,
Not listed,WIDNR 133040,3/16/2010,,,0.155
Not listed,WIDNR 133040,3/16/2010,,,0.123
USGS,USGS 5427850,3/17/2010,113,0.139,
Not listed,WIDNR 133040,3/17/2010,,,0.16
Not listed,WIDNR 133040,3/17/2010,,,0.119
USGS,USGS 5427850,3/18/2010,99.3,0.138,
Not listed,WIDNR 133040,3/18/2010,,,0.153
USGS,USGS 5427850,3/19/2010,112,0.124,
Not listed,WIDNR 133040,3/19/2010,,,0.11
USGS,USGS 5427850,3/20/2010,95.9,0.095,
USGS,USGS 5427850,3/21/2010,96.7,0.079,
Not listed,WIDNR 133040,3/21/2010,,,0.078
USGS,USGS 5427850,3/22/2010,93.2,0.077,
USGS,USGS 5427850,3/23/2010,88.5,0.076,
Not listed,WIDNR 133040,3/23/2010,,,0.076
USGS,USGS 5427850,3/24/2010,86.8,0.077,
USGS,USGS 5427850,3/25/2010,95.1,0.078,
USGS,USGS 5427850,3/26/2010,67.6,0.078,
USGS,USGS 5427850,3/27/2010,90.9,0.079,
USGS,USGS 5427850,3/28/2010,83.2,0.076,
Not listed,WIDNR 133040,3/28/2010,,,0.08
USGS,USGS 5427850,3/29/2010,74.4,0.062,
Not listed,WIDNR 133040,3/29/2010,,,0.059
USGS,USGS 5427850,3/30/2010,52.6,0.066,
USGS,USGS 5427850,3/31/2010,107,0.073,
USGS,USGS 5427850,4/1/2010,65.9,0.082,
USGS,USGS 5427850,4/2/2010,67.3,0.091,
USGS,USGS 5427850,4/3/2010,85.9,0.1,
Not listed,WIDNR 133040,4/3/2010,,,0.096
USGS,USGS 5427850,4/4/2010,90.8,0.108,
Not listed,WIDNR 133040,4/4/2010,,,0.111
USGS,USGS 5427850,4/5/2010,87.7,0.151,
USGS,USGS 5427850,4/6/2010,138,0.197,
Not listed,WIDNR 133040,4/6/2010,,,0.224
USGS,USGS 5427850,4/7/2010,187,0.137,
Not listed,WIDNR 133040,4/7/2010,,,0.14
Not listed,WIDNR 133040,4/7/2010,,,0.118
USGS,USGS 5427850,4/8/2010,205,0.114,
USGS,USGS 5427850,4/9/2010,181,0.111,
Not listed,WIDNR 133040,4/9/2010,,,0.109
USGS,USGS 5427850,4/10/2010,123,0.119,
USGS,USGS 5427850,4/11/2010,108,0.128,
USGS,USGS 5427850,4/12/2010,102,0.137,
USGS,USGS 5427850,4/13/2010,96.3,0.144,
Not listed,WIDNR 133040,4/13/2010,,,0.146
USGS,USGS 5427850,4/14/2010,82.8,0.139,
USGS,USGS 5427850,4/15/2010,76.3,0.132,
USGS,USGS 5427850,4/16/2010,116,0.127,
Not listed,WIDNR 133040,4/16/2010,,,0.129
USGS,USGS 5427850,4/17/2010,87.5,0.124,
USGS,USGS 5427850,4/18/2010,86.6,0.121,
USGS,USGS 5427850,4/19/2010,86.8,0.119,
Not listed,WIDNR 133040,4/19/2010,,,0.118
USGS,USGS 5427850,4/20/2010,84.8,0.121,
USGS,USGS 5427850,4/21/2010,92,0.123,
USGS,USGS 5427850,4/22/2010,79.3,0.126,
USGS,USGS 5427850,4/23/2010,84.9,0.128,
USGS,USGS 5427850,4/24/2010,106,0.131,
Not listed,WIDNR 133040,4/24/2010,,,0.132
USGS,USGS 5427850,4/25/2010,93.3,0.125,
USGS,USGS 5427850,4/26/2010,95.1,0.114,
USGS,USGS 5427850,4/27/2010,82.5,0.108,
Not listed,WIDNR 133040,4/27/2010,,,0.106
USGS,USGS 5427850,4/28/2010,80.5,0.113,
USGS,USGS 5427850,4/29/2010,60.8,0.119,
USGS,USGS 5427850,4/30/2010,83,0.125,
Not listed,WIDNR 133040,4/30/2010,,,0.123
USGS,USGS 5427850,5/1/2010,92.4,0.129,
Not listed,WIDNR 133040,5/1/2010,,,0.131
USGS,USGS 5427850,5/2/2010,85.3,0.133,
USGS,USGS 5427850,5/3/2010,94.6,0.136,
USGS,USGS 5427850,5/4/2010,55.2,0.14,
USGS,USGS 5427850,5/5/2010,91.7,0.143,
Not listed,WIDNR 133040,5/5/2010,,,0.145
USGS,USGS 5427850,5/6/2010,106,0.143,
USGS,USGS 5427850,5/7/2010,71.8,0.139,
USGS,USGS 5427850,5/8/2010,92.9,0.135,
USGS,USGS 5427850,5/9/2010,82.7,0.131,
USGS,USGS 5427850,5/10/2010,89,0.128,
USGS,USGS 5427850,5/11/2010,89.3,0.118,
Not listed,WIDNR 133040,5/11/2010,,,0.125
USGS,USGS 5427850,5/12/2010,109,0.098,
USGS,USGS 5427850,5/13/2010,171,0.084,
Not listed,WIDNR 133040,5/13/2010,,,0.081
USGS,USGS 5427850,5/14/2010,222,0.092,
Not listed,WIDNR 133040,5/14/2010,,,0.088
Not listed,WIDNR 133040,5/14/2010,,,0.097
USGS,USGS 5427850,5/15/2010,134,0.104,
USGS,USGS 5427850,5/16/2010,101,0.114,
USGS,USGS 5427850,5/17/2010,92.2,0.125,
USGS,USGS 5427850,5/18/2010,92.2,0.133,
Not listed,WIDNR 133040,5/18/2010,,,0.135
USGS,USGS 5427850,5/19/2010,91.6,0.13,
USGS,USGS 5427850,5/20/2010,83.1,0.126,
USGS,USGS 5427850,5/21/2010,98,0.122,
USGS,USGS 5427850,5/22/2010,85.5,0.118,
USGS,USGS 5427850,5/23/2010,88.8,0.115,
USGS,USGS 5427850,5/24/2010,86.6,0.111,
USGS,USGS 5427850,5/25/2010,90.3,0.108,
USGS,USGS 5427850,5/26/2010,160,0.105,
Not listed,WIDNR 133040,5/26/2010,,,0.104
USGS,USGS 5427850,5/27/2010,99.4,0.107,
USGS,USGS 5427850,5/28/2010,87.7,0.111,
USGS,USGS 5427850,5/29/2010,81.9,0.114,
USGS,USGS 5427850,5/30/2010,77.5,0.118,
USGS,USGS 5427850,5/31/2010,84.5,0.122,
USGS,USGS 5427850,6/1/2010,71.5,0.126,
USGS,USGS 5427850,6/2/2010,94.3,0.13,
USGS,USGS 5427850,6/3/2010,119,0.133,
Not listed,WIDNR 133040,6/3/2010,,,0.134
USGS,USGS 5427850,6/4/2010,92.4,0.128,
USGS,USGS 5427850,6/5/2010,125,0.122,
USGS,USGS 5427850,6/6/2010,174,0.115,
Not listed,WIDNR 133040,6/6/2010,,,0.119
Not listed,WIDNR 133040,6/6/2010,,,0.109
USGS,USGS 5427850,6/7/2010,142,0.111,
USGS,USGS 5427850,6/8/2010,126,0.114,
USGS,USGS 5427850,6/9/2010,142,0.117,
Not listed,WIDNR 133040,6/9/2010,,,0.122
USGS,USGS 5427850,6/10/2010,121,0.121,
USGS,USGS 5427850,6/11/2010,87.8,0.123,
USGS,USGS 5427850,6/12/2010,107,0.126,
USGS,USGS 5427850,6/13/2010,86.4,0.128,
USGS,USGS 5427850,6/14/2010,90.5,0.13,
USGS,USGS 5427850,6/15/2010,90.2,0.132,
USGS,USGS 5427850,6/16/2010,134,0.133,
Not listed,WIDNR 133040,6/16/2010,,,0.134
USGS,USGS 5427850,6/17/2010,101,0.129,
USGS,USGS 5427850,6/18/2010,84.1,0.124,
USGS,USGS 5427850,6/19/2010,122,0.12,
Not listed,WIDNR 133040,6/19/2010,,,0.119
USGS,USGS 5427850,6/20/2010,90.1,0.109,
USGS,USGS 5427850,6/21/2010,71,0.096,
USGS,USGS 5427850,6/22/2010,183,0.084,
Not listed,WIDNR 133040,6/22/2010,,,0.079
USGS,USGS 5427850,6/23/2010,302,0.113,
Not listed,WIDNR 133040,6/23/2010,,,0.116
USGS,USGS 5427850,6/24/2010,471,0.186,
Not listed,WIDNR 133040,6/24/2010,,,0.167
Not listed,WIDNR 133040,6/24/2010,,,0.175
Not listed,WIDNR 133040,6/24/2010,,,0.231
USGS,USGS 5427850,6/25/2010,245,0.232,
USGS,USGS 5427850,6/26/2010,192,0.234,
Not listed,WIDNR 133040,6/26/2010,,,0.235
USGS,USGS 5427850,6/27/2010,160,0.228,
USGS,USGS 5427850,6/28/2010,202,0.221,
USGS,USGS 5427850,6/29/2010,149,0.215,
Not listed,WIDNR 133040,6/29/2010,,,0.215
USGS,USGS 5427850,6/30/2010,117,0.208,
USGS,USGS 5427850,7/1/2010,101,0.202,
USGS,USGS 5427850,7/2/2010,94.1,0.197,
USGS,USGS 5427850,7/3/2010,101,0.191,
USGS,USGS 5427850,7/4/2010,72.8,0.185,
USGS,USGS 5427850,7/5/2010,122,0.18,
USGS,USGS 5427850,7/6/2010,111,0.174,
Not listed,WIDNR 133040,7/6/2010,,,0.174
Not listed,WIDNR 133040,7/6/2010,,,0.169
USGS,USGS 5427850,7/7/2010,102,0.17,
USGS,USGS 5427850,7/8/2010,127,0.171,
USGS,USGS 5427850,7/9/2010,105,0.172,
USGS,USGS 5427850,7/10/2010,96.8,0.173,
USGS,USGS 5427850,7/11/2010,96.7,0.172,
Not listed,WIDNR 133040,7/11/2010,,,0.174
USGS,USGS 5427850,7/12/2010,98.7,0.164,
USGS,USGS 5427850,7/13/2010,93.2,0.154,
USGS,USGS 5427850,7/14/2010,83,0.145,
USGS,USGS 5427850,7/15/2010,219,0.137,
USGS,USGS 5427850,7/16/2010,342,0.139,
Not listed,WIDNR 133040,7/16/2010,,,0.131
USGS,USGS 5427850,7/17/2010,244,0.166,
USGS,USGS 5427850,7/18/2010,129,0.201,
USGS,USGS 5427850,7/19/2010,116,0.227,
Not listed,WIDNR 133040,7/19/2010,,,0.238
Not listed,WIDNR 133040,7/19/2010,,,0.223
USGS,USGS 5427850,7/20/2010,114,0.235,
USGS,USGS 5427850,7/21/2010,101,0.247,
USGS,USGS 5427850,7/22/2010,175,0.26,
USGS,USGS 5427850,7/23/2010,737,0.273,
USGS,USGS 5427850,7/24/2010,826,0.287,
Not listed,WIDNR 133040,7/24/2010,,,0.294
USGS,USGS 5427850,7/25/2010,541,0.288,
USGS,USGS 5427850,7/26/2010,224,0.276,
USGS,USGS 5427850,7/27/2010,136,0.265,
USGS,USGS 5427850,7/28/2010,171,0.254,
USGS,USGS 5427850,7/29/2010,134,0.244,
USGS,USGS 5427850,7/30/2010,129,0.234,
USGS,USGS 5427850,7/31/2010,124,0.225,
USGS,USGS 5427850,8/1/2010,112,0.216,
Not listed,WIDNR 133040,8/1/2010,,,0.216
USGS,USGS 5427850,8/2/2010,110,0.209,
USGS,USGS 5427850,8/3/2010,113,0.203,
USGS,USGS 5427850,8/4/2010,108,0.196,
USGS,USGS 5427850,8/5/2010,106,0.19,
USGS,USGS 5427850,8/6/2010,103,0.184,
USGS,USGS 5427850,8/7/2010,85,0.179,
USGS,USGS 5427850,8/8/2010,118,0.173,
USGS,USGS 5427850,8/9/2010,163,0.168,
USGS,USGS 5427850,8/10/2010,171,0.163,
USGS,USGS 5427850,8/11/2010,122,0.148,
Not listed,WIDNR 133040,8/11/2010,,,0.158
Not listed,WIDNR 133040,8/11/2010,,,0.141
USGS,USGS 5427850,8/12/2010,102,0.136,
USGS,USGS 5427850,8/13/2010,112,0.132,
USGS,USGS 5427850,8/14/2010,170,0.128,
USGS,USGS 5427850,8/15/2010,147,0.124,
USGS,USGS 5427850,8/16/2010,134,0.12,
USGS,USGS 5427850,8/17/2010,119,0.117,
USGS,USGS 5427850,8/18/2010,108,0.113,
USGS,USGS 5427850,8/19/2010,110,0.11,
USGS,USGS 5427850,8/20/2010,107,0.106,
USGS,USGS 5427850,8/21/2010,116,0.103,
USGS,USGS 5427850,8/22/2010,106,0.1,
USGS,USGS 5427850,8/23/2010,99.2,0.097,
USGS,USGS 5427850,8/24/2010,104,0.094,
USGS,USGS 5427850,8/25/2010,107,0.091,
USGS,USGS 5427850,8/26/2010,93.8,0.088,
USGS,USGS 5427850,8/27/2010,91.4,0.086,
USGS,USGS 5427850,8/28/2010,103,0.084,
Not listed,WIDNR 133040,8/28/2010,,,0.083
USGS,USGS 5427850,8/29/2010,91.8,0.085,
USGS,USGS 5427850,8/30/2010,85.2,0.087,
USGS,USGS 5427850,8/31/2010,115,0.089,
USGS,USGS 5427850,9/1/2010,152,0.091,
USGS,USGS 5427850,9/2/2010,130,0.093,
USGS,USGS 5427850,9/3/2010,167,0.096,
USGS,USGS 5427850,9/4/2010,166,0.097,
Not listed,WIDNR 133040,9/4/2010,,,0.097
USGS,USGS 5427850,9/5/2010,126,0.096,
USGS,USGS 5427850,9/6/2010,97.7,0.095,
USGS,USGS 5427850,9/7/2010,132,0.095,
USGS,USGS 5427850,9/8/2010,131,0.094,
USGS,USGS 5427850,9/9/2010,106,0.094,
USGS,USGS 5427850,9/10/2010,102,0.093,
USGS,USGS 5427850,9/11/2010,98.7,0.092,
USGS,USGS 5427850,9/12/2010,102,0.092,
USGS,USGS 5427850,9/13/2010,99.6,0.091,
USGS,USGS 5427850,9/14/2010,97.2,0.091,
USGS,USGS 5427850,9/15/2010,93.1,0.085,
Not listed,WIDNR 133040,9/15/2010,,,0.09
Not listed,WIDNR 133040,9/15/2010,,,0.081
USGS,USGS 5427850,9/16/2010,94.7,0.081,
USGS,USGS 5427850,9/17/2010,92,0.081,
USGS,USGS 5427850,9/18/2010,90.9,0.081,
USGS,USGS 5427850,9/19/2010,98.3,0.081,
USGS,USGS 5427850,9/20/2010,89.4,0.081,
USGS,USGS 5427850,9/21/2010,97.2,0.081,
USGS,USGS 5427850,9/22/2010,89.7,0.081,
USGS,USGS 5427850,9/23/2010,34.9,0.081,
USGS,USGS 5427850,9/24/2010,137,0.081,
USGS,USGS 5427850,9/25/2010,112,0.081,
Not listed,WIDNR 133040,9/25/2010,,,0.081
USGS,USGS 5427850,9/26/2010,93.5,0.081,
USGS,USGS 5427850,9/27/2010,95.9,0.081,
USGS,USGS 5427850,9/28/2010,98.2,0.081,
USGS,USGS 5427850,9/29/2010,93.8,0.081,
USGS,USGS 5427850,9/30/2010,98.7,0.081,
USGS,USGS 5427850,10/1/2010,107,30.4,0.045
Not listed,WIDNR 133040,10/1/2010,,,0.083
USGS,USGS 5427850,10/2/2010,92.3,41.1,0.0824
USGS,USGS 5427850,10/3/2010,90,39.8,0.0818
USGS,USGS 5427850,10/4/2010,94.4,41.4,0.0813
USGS,USGS 5427850,10/5/2010,94.9,41.4,0.0807
USGS,USGS 5427850,10/6/2010,96.5,41.8,0.0802
USGS,USGS 5427850,10/7/2010,93.1,40,0.0796
USGS,USGS 5427850,10/8/2010,88.6,37.8,0.0791
USGS,USGS 5427850,10/9/2010,89.7,38,0.0786
USGS,USGS 5427850,10/10/2010,85.9,36.2,0.078
USGS,USGS 5427850,10/11/2010,89.8,37.6,0.0775
USGS,USGS 5427850,10/12/2010,90.8,37.8,0.077
Not listed,WIDNR 133040,10/12/2010,,,0.077
USGS,USGS 5427850,10/13/2010,86.5,36,0.077
USGS,USGS 5427850,10/14/2010,89.6,37.2,0.077
USGS,USGS 5427850,10/15/2010,87.2,36.3,0.077
USGS,USGS 5427850,10/16/2010,84.4,35.1,0.077
USGS,USGS 5427850,10/17/2010,93.2,38.7,0.077
USGS,USGS 5427850,10/18/2010,86.9,36.1,0.077
USGS,USGS 5427850,10/19/2010,84.8,35.2,0.077
USGS,USGS 5427850,10/20/2010,89.9,37.4,0.077
USGS,USGS 5427850,10/21/2010,85.4,35.5,0.077
USGS,USGS 5427850,10/22/2010,66.1,27.5,0.077
USGS,USGS 5427850,10/23/2010,81.6,33.9,0.077
USGS,USGS 5427850,10/24/2010,122,50.9,0.077
USGS,USGS 5427850,10/25/2010,120,49.7,0.077
USGS,USGS 5427850,10/26/2010,4.71,1.96,0.077
USGS,USGS 5427850,10/27/2010,174,86.3,0.0844
Not listed,WIDNR 133040,10/27/2010,,,0.14
USGS,USGS 5427850,10/28/2010,203,114,0.0967
USGS,USGS 5427850,10/29/2010,74.1,30.4,0.0758
USGS,USGS 5427850,10/30/2010,120,48.1,0.0743
USGS,USGS 5427850,10/31/2010,83.3,32.8,0.0728
USGS,USGS 5427850,11/1/2010,83.1,32,0.0714
USGS,USGS 5427850,11/2/2010,72.5,27.4,0.07
USGS,USGS 5427850,11/3/2010,88,32.5,0.0686
Not listed,WIDNR 133040,11/3/2010,,,0.068
USGS,USGS 5427850,11/4/2010,94.3,34.1,0.067
USGS,USGS 5427850,11/5/2010,71.1,24.9,0.065
USGS,USGS 5427850,11/6/2010,54.4,18.6,0.0632
USGS,USGS 5427850,11/7/2010,107,35.5,0.0614
USGS,USGS 5427850,11/8/2010,81.1,26.1,0.0596
USGS,USGS 5427850,11/9/2010,78.4,24.5,0.0579
USGS,USGS 5427850,11/10/2010,70.8,21.5,0.0562
USGS,USGS 5427850,11/11/2010,84.8,25,0.0546
USGS,USGS 5427850,11/12/2010,101,28.9,0.053
USGS,USGS 5427850,11/13/2010,-3.38,-0.88,0.0517
Not listed,WIDNR 133040,11/13/2010,,,0.052
USGS,USGS 5427850,11/14/2010,133,36.5,0.0508
USGS,USGS 5427850,11/15/2010,96.4,26,0.0499
USGS,USGS 5427850,11/16/2010,90.7,24,0.049
USGS,USGS 5427850,11/17/2010,83.1,21.6,0.0482
USGS,USGS 5427850,11/18/2010,76.4,19.5,0.0473
USGS,USGS 5427850,11/19/2010,75.6,18.9,0.0465
USGS,USGS 5427850,11/20/2010,100,24.7,0.0456
USGS,USGS 5427850,11/21/2010,57.1,13.8,0.0448
USGS,USGS 5427850,11/22/2010,73.4,17.5,0.044
USGS,USGS 5427850,11/23/2010,108,25.2,0.0433
USGS,USGS 5427850,11/24/2010,76.1,17.5,0.0425
USGS,USGS 5427850,11/25/2010,72.3,16.3,0.0418
USGS,USGS 5427850,11/26/2010,111,24.5,0.041
USGS,USGS 5427850,11/27/2010,83.3,18.1,0.0403
USGS,USGS 5427850,11/28/2010,66.5,14.2,0.0396
USGS,USGS 5427850,11/29/2010,84.1,17.6,0.0389
USGS,USGS 5427850,11/30/2010,73.9,15.2,0.0382
Not listed,WIDNR 133040,11/30/2010,,,0.038
USGS,USGS 5427850,12/1/2010,97.3,19.9,0.0379
Not listed,WIDNR 133040,12/1/2010,,,0.038
USGS,USGS 5427850,12/2/2010,78.9,16,0.0376
USGS,USGS 5427850,12/3/2010,73.9,14.9,0.0373
USGS,USGS 5427850,12/4/2010,76.5,15.3,0.037
USGS,USGS 5427850,12/5/2010,74.2,14.7,0.0366
USGS,USGS 5427850,12/6/2010,66.3,13,0.0364
USGS,USGS 5427850,12/7/2010,64.4,12.5,0.036
USGS,USGS 5427850,12/8/2010,69.3,13.4,0.0358
USGS,USGS 5427850,12/9/2010,63.1,12.1,0.0355
USGS,USGS 5427850,12/10/2010,72.7,13.8,0.0352
USGS,USGS 5427850,12/11/2010,79,14.9,0.0349
USGS,USGS 5427850,12/12/2010,61.8,11.6,0.0346
USGS,USGS 5427850,12/13/2010,61,11.3,0.0343
USGS,USGS 5427850,12/14/2010,76.6,14.1,0.034
USGS,USGS 5427850,12/15/2010,73.2,13.3,0.0338
USGS,USGS 5427850,12/16/2010,73.5,13.3,0.0335
USGS,USGS 5427850,12/17/2010,73,13.1,0.0332
USGS,USGS 5427850,12/18/2010,73,13,0.0329
USGS,USGS 5427850,12/19/2010,72.7,12.8,0.0327
USGS,USGS 5427850,12/20/2010,71.4,12.5,0.0324
USGS,USGS 5427850,12/21/2010,74.7,13,0.0321
USGS,USGS 5427850,12/22/2010,79.7,13.7,0.0319
USGS,USGS 5427850,12/23/2010,78.3,13.4,0.0316
USGS,USGS 5427850,12/24/2010,80.1,13.6,0.0313
USGS,USGS 5427850,12/25/2010,81.1,13.6,0.0311
USGS,USGS 5427850,12/26/2010,79.5,13.2,0.0308
USGS,USGS 5427850,12/27/2010,75.9,12.5,0.0306
USGS,USGS 5427850,12/28/2010,76.7,12.6,0.0303
USGS,USGS 5427850,12/29/2010,78.3,12.8,0.0303
USGS,USGS 5427850,12/30/2010,87.1,21.2,0.0447
USGS,USGS 5427850,12/31/2010,129,56.6,0.0797
USGS,USGS 5427850,1/1/2011,150,105,0.13
USGS,USGS 5427850,1/2/2011,122,76.9,0.117
USGS,USGS 5427850,1/3/2011,105,51.2,0.0897
USGS,USGS 5427850,1/4/2011,87.6,32.7,0.0691
USGS,USGS 5427850,1/5/2011,75.8,22.5,0.0548
USGS,USGS 5427850,1/6/2011,80.7,23.1,0.053
USGS,USGS 5427850,1/7/2011,73.6,21.1,0.053
USGS,USGS 5427850,1/8/2011,65.9,18.9,0.053
USGS,USGS 5427850,1/9/2011,71.1,20.4,0.053
USGS,USGS 5427850,1/10/2011,70.1,20.1,0.053
USGS,USGS 5427850,1/11/2011,71.7,20.5,0.053
USGS,USGS 5427850,1/12/2011,74.6,21.4,0.053
USGS,USGS 5427850,1/13/2011,73.2,21,0.053
USGS,USGS 5427850,1/14/2011,73.3,21,0.053
USGS,USGS 5427850,1/15/2011,72.6,20.8,0.053
USGS,USGS 5427850,1/16/2011,66.3,19,0.053
USGS,USGS 5427850,1/17/2011,70.4,20.2,0.053
USGS,USGS 5427850,1/18/2011,81.2,23.2,0.053
USGS,USGS 5427850,1/19/2011,76.7,21.9,0.053
USGS,USGS 5427850,1/20/2011,69.8,20,0.053
USGS,USGS 5427850,1/21/2011,70,20,0.053
USGS,USGS 5427850,1/22/2011,78.2,22.4,0.053
USGS,USGS 5427850,1/23/2011,75.3,21.6,0.053
USGS,USGS 5427850,1/24/2011,77.2,22.1,0.053
USGS,USGS 5427850,1/25/2011,81.2,23.2,0.053
USGS,USGS 5427850,1/26/2011,80.3,23,0.053
USGS,USGS 5427850,1/27/2011,81.1,23.2,0.053
USGS,USGS 5427850,1/28/2011,81,23.2,0.053
USGS,USGS 5427850,1/29/2011,84,24,0.053
USGS,USGS 5427850,1/30/2011,81.8,23.4,0.053
USGS,USGS 5427850,1/31/2011,73.7,21.1,0.053
Not listed,WIDNR 133040,1/31/2011,,,0.053
USGS,USGS 5427850,2/1/2011,59.9,17.1,0.053
USGS,USGS 5427850,2/2/2011,54.8,15.7,0.053
USGS,USGS 5427850,2/3/2011,79.7,22.8,0.053
USGS,USGS 5427850,2/4/2011,91.2,26.1,0.053
USGS,USGS 5427850,2/5/2011,92.9,26.6,0.053
USGS,USGS 5427850,2/6/2011,92.8,26.6,0.053
USGS,USGS 5427850,2/7/2011,92.2,26.4,0.053
USGS,USGS 5427850,2/8/2011,87.5,25,0.053
USGS,USGS 5427850,2/9/2011,81.6,23.3,0.053
USGS,USGS 5427850,2/10/2011,83.7,24,0.053
USGS,USGS 5427850,2/11/2011,85.6,24.5,0.053
USGS,USGS 5427850,2/12/2011,86.4,24.7,0.053
USGS,USGS 5427850,2/13/2011,90.2,25.8,0.053
USGS,USGS 5427850,2/14/2011,102,29.3,0.053
USGS,USGS 5427850,2/15/2011,109,31.1,0.053
USGS,USGS 5427850,2/16/2011,109,31.3,0.053
USGS,USGS 5427850,2/17/2011,146,70.4,0.0852
USGS,USGS 5427850,2/18/2011,273,301,0.199
Not listed,WIDNR 133040,2/18/2011,,,0.259
USGS,USGS 5427850,2/19/2011,283,740,0.496
Not listed,WIDNR 133040,2/19/2011,,,0.23
Not listed,WIDNR 133040,2/19/2011,,,0.656
Not listed,WIDNR 133040,2/19/2011,,,0.673
USGS,USGS 5427850,2/20/2011,185,424,0.413
USGS,USGS 5427850,2/21/2011,126,130,0.186
USGS,USGS 5427850,2/22/2011,97.5,64.2,0.122
USGS,USGS 5427850,2/23/2011,93.9,61.9,0.122
USGS,USGS 5427850,2/24/2011,88.9,58.6,0.122
USGS,USGS 5427850,2/25/2011,83.5,55,0.122
USGS,USGS 5427850,2/26/2011,81.9,53.9,0.122
USGS,USGS 5427850,2/27/2011,80,52.7,0.122
USGS,USGS 5427850,2/28/2011,77.1,50.8,0.122
USGS,USGS 5427850,3/1/2011,74.5,49.1,0.122
USGS,USGS 5427850,3/2/2011,83.4,54.9,0.122
USGS,USGS 5427850,3/3/2011,73.7,48.5,0.122
USGS,USGS 5427850,3/4/2011,85.6,56.4,0.122
Not listed,WIDNR 133040,3/4/2011,,,0.122
USGS,USGS 5427850,3/5/2011,107,70.6,0.122
USGS,USGS 5427850,3/6/2011,96.1,63.3,0.122
USGS,USGS 5427850,3/7/2011,87.3,57.5,0.122
USGS,USGS 5427850,3/8/2011,97.2,64,0.122
USGS,USGS 5427850,3/9/2011,105,69.4,0.122
USGS,USGS 5427850,3/10/2011,98.2,64.7,0.122
USGS,USGS 5427850,3/11/2011,104,68.4,0.122
USGS,USGS 5427850,3/12/2011,115,75.9,0.122
USGS,USGS 5427850,3/13/2011,126,82.9,0.122
USGS,USGS 5427850,3/14/2011,117,77.3,0.122
USGS,USGS 5427850,3/15/2011,129,81.6,0.122
USGS,USGS 5427850,3/16/2011,131,86.5,0.122
USGS,USGS 5427850,3/17/2011,183,112,0.122
USGS,USGS 5427850,3/18/2011,195,139,0.132
Mendota Yahara Tributary Study 2010-11,WIDNR 133040,3/18/2011,,,0.135
USGS,USGS 5427850,3/19/2011,166,121,0.135
USGS,USGS 5427850,3/20/2011,189,147,0.14
Mendota Yahara Tributary Study 2010-11,WIDNR 133040,3/20/2011,,,0.144
